molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
,,145.099,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,146.104,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,147.115,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,148.118,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,149.058,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,149.095,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,149.129,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,151.074,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,152.077,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,153.089,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,154.097,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,155.104,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,156.107,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,157.098,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,159.114,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,160.117,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,161.094,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,162.1,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,163.11,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,164.113,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,165.124,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,166.128,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,167.068,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,169.087,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,171.113,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,173.097,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,174.101,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,175.111,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,176.115,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,177.123,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,178.129,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,179.104,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,180.108,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,181.118,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,183.132,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,185.127,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,187.121,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,187.142,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,189.091,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,189.123,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,191.104,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,192.107,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,193.12,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,194.125,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,195.129,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,197.128,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,198.138,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,199.143,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,200.152,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,201.125,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,202.127,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,203.138,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,205.122,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,207.101,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,209.115,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,210.118,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,211.126,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,212.138,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,213.126,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,214.126,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,215.14,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,216.147,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,217.132,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,218.158,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,219.135,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,220.137,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,221.135,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,222.145,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,223.138,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,224.144,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,225.158,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,226.146,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,227.136,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,228.139,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,229.126,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,231.135,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,232.139,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,233.148,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,235.132,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,236.137,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,237.141,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,238.148,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,239.14,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,240.143,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,241.156,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,241.183,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,242.148,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,242.195,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,243.169,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,244.172,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,245.151,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,246.146,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,247.135,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,249.145,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,250.143,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,251.175,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,252.178,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,253.154,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,254.157,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,255.155,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,256.163,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,257.15,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,258.152,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,259.167,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,260.168,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,261.171,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,262.176,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,263.164,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,264.146,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,265.143,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,267.17,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,269.186,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,270.19,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
,,271.166,,822.95299,4.33542,14,6,220.149999999,4,2,4,0.1094848447,,,,1,0.535,-5.175,,,,,,,,,1.534,0,0,0.2,0.6,0.2,0.6,0,0,0.8,0,0.2,1,1
