molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
150	mometasone fuorate	121.0642	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C	521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		121.1003		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		133.041		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		133.1004		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		135.0364		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		135.0793		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		136.0814		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		145.0405		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		147.079		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		148.0831		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		149.0932		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		155.0613		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		157.0383		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		157.1001		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		159.0792		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		161.0579		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		161.0957		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		163.0733		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		167.061		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		169.04		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		169.0643		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		169.0764		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		171.0564		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		171.0792		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		172.0599		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		172.0835		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		173.0535		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		173.0948		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		174.0985		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		175.1123		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		177.0904		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		179.0606		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		181.0388		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		183.0558		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		183.0799		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		185.0565		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		185.0725		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		185.0955		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		186.0711		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		186.1001		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		187.0498		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		187.0744		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		187.1104		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		188.0799		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		189.0899		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		191.0614		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		193.0588		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		193.0762		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		195.0555		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		195.0735		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		197.0725		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		197.0958		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		199.0753		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		199.1089		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		203.1081		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		205.0771		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		207.0559		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		207.0752		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		209.0705		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		209.0967		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		210.0998		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		211.1094		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		213.068		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		213.0914		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		213.1259		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		219.0575		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		221.0723		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		221.0946		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		223.1104		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		224.119		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		225.1249		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		227.107		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		227.1418		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		229.0787		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		231.0328		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		233.028		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		233.0718		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		233.0939		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		235.1104		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		235.1479		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		237.1267		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
		238.1308		521.437	4.8692	6	1	93.81	4	1	2	0.449101849
