molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
56	amcinonide	123.0802	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6  	502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		133.0645		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		135.0799		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		137.0583		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		145.0641		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		147.079		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		148.0816		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		151.074		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		153.0898		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		155.0688		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		157.0479		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		159.0779		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		161.0586		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		161.0949		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		163.073		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		167.07		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		169.0617		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		170.9843		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		171.0786		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		172.0837		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		173.0949		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		174.0992		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		177.0918		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		179.0691		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		181.0853		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		183.0792		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		185.0581		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		185.0952		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		187.0737		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		187.1112		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		188.0779		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		189.0897		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		193.0844		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		195.1018		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		197.0787		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		197.0952		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		197.1322		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		199.0738		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		199.1103		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		201.0917		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		203.1052		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		205.0643		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		207.1182		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		209.0968		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		211.0161		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		211.1125		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		212.018		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
		212.1152		502.579	3.5238	7	1	99.13	3	0	1	0.5897471434
