39.02293;11.06;3500
41.00219;16.02;3500
41.03858;18.52;3500
43.01784;7.51;3500
53.00219;16.15;3500
55.01784;14.9;3500
55.05423;100;3500
57.03349;9.66;3500
65.03858;31.72;3500
67.01784;83.05;3500
67.05423;17.08;3500
69.06988;35.01;3500
81.03349;21.46;3500
83.04914;70.81;3500
84.08078;54.02;3500
110.0059;31.48;3500
112.02155;8.98;3500
112.07569;27.89;3500
159.05866;6.88;3500
174.09134;7.5;3500
205.04301;9.84;3500
207.05866;13.81;3500
209.07431;7.88;3500
211.08996;7.29;3500
221.07431;7.44;3500
262.06447;7.38;3500
276.08012;9.27;3500
288.08012;11.11;3500
290.09577;11.58;3500
316.11142;13.05;3500
318.12707;12.24;3500
41.03858;8.34;2500
67.01784;3.79;2500
67.05423;5.89;2500
69.03349;3.79;2500
79.05423;7.18;2500
81.03349;6.56;2500
81.06988;4.04;2500
83.04914;4.51;2500
83.08553;100;2500
84.08078;3.69;2500
91.05423;78.39;2500
93.06988;9.6;2500
95.04914;4.49;2500
109.06479;3.86;2500
111.08044;3.73;2500
227.11789;4.67;2500
229.13354;20.82;2500
231.14919;3.77;2500
354.2176;8.92;2500
65.03858;3.27;300000
88.0393;3.48;300000
91.05423;6.83;300000
98.9996;27.44;300000
118.06513;3.76;300000
122.9996;3.19;300000
125.01525;100;300000
129.06585;4.21;300000
152.02615;2.82;300000
154.0418;3.4;300000
166.0418;6.45;300000
180.05745;3.84;300000
207.06835;5.72;300000
208.01598;9.91;300000
209.084;7.75;300000
210.03163;6.49;300000
238.06293;3.05;300000
255.08948;3.59;300000
299.07931;3.13;300000
75.02293;19.25;15848.93
199.04776;43.81;15849.93
228.05562;20.52;15850.93
230.07127;22.29;15851.93
232.08692;27.98;15852.93
247.04776;22.92;15853.93
249.06341;45.8;15854.93
256.08692;24.81;15855.93
261.06341;46.23;15856.93
273.06341;27.12;15857.93
275.07906;23.32;15858.93
285.06341;100;15859.93
296.04301;47.85;15860.93
299.07906;21.18;15861.93
306.08373;51.29;15862.93
310.05866;24.4;15863.93
326.08996;28.85;15864.93
75.02293;19.25;15848.93
199.04776;43.81;15849.93
228.05562;20.52;15850.93
230.07127;22.29;15851.93
232.08692;27.98;15852.93
247.04776;22.92;15853.93
249.06341;45.8;15854.93
256.08692;24.81;15855.93
261.06341;46.23;15856.93
273.06341;27.12;15857.93
275.07906;23.32;15858.93
285.06341;100;15859.93
296.04301;47.85;15860.93
299.07906;21.18;15861.93
306.08373;51.29;15862.93
310.05866;24.4;15863.93
326.08996;28.85;15864.93
91.05423;18.85;10000
95.02915;21.57;10001
97.0448;8.6;10002
116.04948;15.79;10003
118.06513;46.99;10004
120.08078;11.63;10005
123.02407;100;10006
133.07602;12.67;10007
136.0557;8.53;10008
152.05062;8.28;10009
159.05529;85.71;10010
183.05529;8.51;10011
187.08659;26.79;10012
199.08659;53.83;10013
216.11314;7.89;10014
320.11937;12.94;10015
336.11428;11.25;10016
338.12993;8.11;10017
55.01784;8.42;2500
58.06513;13.22;2500
69.06988;36.59;2500
79.05423;30.65;2500
81.03349;15.17;2500
81.06988;8.97;2500
91.05423;48.34;2500
95.04914;12.57;2500
97.06479;41.81;2500
112.07569;7.77;2500
116.04948;46.7;2500
118.06513;100;2500
120.08078;15.8;2500
124.05054;13.27;2500
149.07094;8.14;2500
159.05529;26.53;2500
160.07569;19.37;2500
196.08692;9.17;2500
199.08659;14.13;2500
201.10224;9.64;2500
214.09749;30.47;2500
216.11314;56.04;2500
220.14444;11.82;2500
244.10805;9.59;2500
256.10805;9.73;2500
284.13935;9.81;2500
286.155;14.35;2500
294.16009;29.11;2500
296.13935;9.3;2500
310.155;30.99;2500
312.17065;10.43;2500
312.170652927;10.43;2500
55.05423;12.41;1500
56.04948;18.35;1500
68.04948;11.38;1500
83.04914;39.68;1500
84.04439;39.87;1500
98.06004;6.96;1500
138.0105;100;1500
146.06004;9.85;1500
154.00542;7.81;1500
181.01632;23.72;1500
185.07094;9.37;1500
193.01632;7.1;1500
195.03197;9.81;1500
200.08184;19.89;1500
203.00067;7.83;1500
205.0527;15.45;1500
219.03197;50.88;1500
221.04762;62.62;1500
223.06327;8.52;1500
234.04287;14.81;1500
236.05852;25.84;1500
240.08982;10.36;1500
276.05343;9.63;1500
278.06908;7.15;1500
288.05343;9.69;1500
300.08982;14.15;1500
316.08473;12.97;1500
318.10038;9.46;1500
43.05423;44.53;10000
67.05423;20.2;10001
83.08553;40.71;10002
97.06479;20.91;10003
119.08553;23.88;10004
123.08044;27.51;10005
123.11683;23.51;10006
138.0105;54.93;10007
149.09609;33.15;10008
151.11174;53.66;10009
166.12264;24.1;10010
181.01632;23.97;10011
193.01632;28.94;10012
200.08184;32.58;10013
206.15394;19.49;10014
214.12264;21.05;10015
219.03197;47.98;10016
221.04762;97.51;10017
223.06327;27.18;10018
234.04287;38.27;10019
236.05852;100;10020
262.03778;29.61;10021
292.08473;24.52;10022
304.08473;82.9;10023
306.10038;18.56;10024
356.11603;59.28;10025
358.13168;78.67;10026
360.14733;39.92;10027
370.13168;18.21;10028
384.14733;32.51;10029
386.16298;20.05;10030
43.05423;44.53;10000
67.05423;20.2;10001
83.08553;40.71;10002
97.06479;20.91;10003
119.08553;23.88;10004
123.08044;27.51;10005
123.11683;23.51;10006
138.0105;54.93;10007
149.09609;33.15;10008
151.11174;53.66;10009
166.12264;24.1;10010
181.01632;23.97;10011
193.01632;28.94;10012
200.08184;32.58;10013
206.15394;19.49;10014
214.12264;21.05;10015
219.03197;47.98;10016
221.04762;97.51;10017
223.06327;27.18;10018
234.04287;38.27;10019
236.05852;100;10020
262.03778;29.61;10021
292.08473;24.52;10022
304.08473;82.9;10023
306.10038;18.56;10024
356.11603;59.28;10025
358.13168;78.67;10026
360.14733;39.92;10027
370.13168;18.21;10028
384.14733;32.51;10029
386.16298;20.05;10030
81.04472;32.77;100000
89.01342;11.48;100000
108.01924;13.2;100000
118.03997;12.13;100000
120.05562;8.14;100000
159.06652;7.27;100000
184.06177;100;100000
186.07742;69.22;100000
187.06144;10.93;100000
188.05669;7.79;100000
201.07709;10.47;100000
212.05669;61.57;100000
229.08324;7.94;100000
241.08324;10.32;100000
251.06759;24.97;100000
253.08324;58.91;100000
254.07848;18.33;100000
256.09413;7.25;100000
278.07848;14.1;100000
279.11012;16.51;100000
280.09413;35.73;100000
290.07848;14.02;100000
305.08938;13.26;100000
95.02915;18.36;1000
201.0481;24.43;1000
229.04301;14.26;1000
270.06956;16.51;1000
273.04924;14.12;1000
292.09029;25.71;1000
297.04924;8.86;1000
306.06956;9.82;1000
310.08087;40.19;1000
312.09652;70.8;1000
314.07579;16.9;1000
320.08521;12.64;1000
324.06014;19.74;1000
338.07579;100;1000
340.09144;80.88;1000
110.9996;17.25;3000
113.01525;21.2;3000
153.0214;7.65;3000
154.00542;10.49;3000
163.03245;10.56;3000
176.02769;17.72;3000
188.02769;10.31;3000
190.04334;18.88;3000
204.02261;10.49;3000
216.02261;16.41;3000
231.03351;7.11;3000
286.02002;16.37;3000
305.04916;17.63;3000
307.06481;18.79;3000
311.99929;7.88;3000
314.01494;46.89;3000
315.04657;54.52;3000
316.03059;6.64;3000
319.10119;8.06;3000
339.01019;6.71;3000
341.02584;100;3000
343.04149;15.54;3000
355.04149;16.28;3000
367.04149;6.99;3000
381.05714;13.39;3000
383.07279;13.85;3000
51.02293;8.79;300000
63.02293;14.56;300000
75.02293;12.31;300000
77.03858;22.45;300000
78.03383;12.39;300000
87.02293;18.14;300000
92.04948;33.14;300000
94.06513;18.57;300000
95.04914;8.41;300000
98.9996;20.12;300000
99.02293;17.49;300000
101.01525;19.54;300000
101.03858;24.48;300000
103.05423;26.38;300000
110.9996;14.22;300000
113.01525;15.18;300000
116.04948;57.56;300000
117.03349;8.14;300000
118.06513;32.97;300000
119.04914;26.63;300000
126.03383;12.86;300000
127.05423;38.29;300000
128.04948;49.89;300000
129.01017;23.97;300000
142.06513;65.55;300000
144.08078;100;300000
150.99452;9.98;300000
182.06004;15.52;300000
256.05237;14.64;300000
44.97935;14.92;43
65.03858;30.62;43
67.05423;19.01;43
68.97935;22.08;43
87.02293;16.11;43
89.03858;30.2;43
92.04948;17.46;43
97.01065;22.23;43
110.9996;49.56;43
113.01525;50.26;43
113.03858;31.67;43
116.04948;45.83;43
118.06513;15.8;43
118.995;16.87;43
121.01065;18.09;43
130.06513;53.78;43
144.98733;20.15;43
146.0059;16.88;43
154.97168;34.33;43
156.98733;100;43
186.0372;16.28;43
190.97168;22.9;43
192.98733;26.69;43
212.05285;27.45;43
214.97168;19.59;43
216.98733;16.98;43
238.0685;18.72;43
246.01387;14.71;43
248.02952;18.88;43
258.01387;16.69;43
272.02952;39.37;43
44.04948;2.31;300000
56.04948;1.75;300000
127.0502;2.07;300000
129.06585;3.79;300000
132.96063;3.54;300000
143.0815;2.15;300000
152.02615;1.81;300000
158.97628;100;300000
160.99193;3.53;300000
173.98718;3.37;300000
177.06585;4.05;300000
195.97153;3.76;300000
197.98718;5.29;300000
200.00283;10.69;300000
214.01848;2.84;300000
241.02938;2.62;300000
243.04503;3.7;300000
260.02396;2.07;300000
272.02396;2.15;300000
273.06366;2.03;300000
283.04801;5.27;300000
289.05051;3.52;300000
110.0059;11.35;1000
110.9996;34.73;1000
154.00542;14.65;1000
190.00696;34.42;1000
192.02261;11.62;1000
203.02736;26.93;1000
205.04301;26.57;1000
206.00187;18.67;1000
218.03826;23.85;1000
220.05391;26.83;1000
230.03826;96.91;1000
232.05391;100;1000
287.99929;17.9;1000
299.05972;16.17;1000
314.01494;46.72;1000
315.01019;50.33;1000
321.08046;44.53;1000
329.02584;18.9;1000
343.0051;95.73;1000
345.02075;36.86;1000
349.07537;13.64;1000
351.06433;11.85;1000
353.02584;24.17;1000
355.04149;24.81;1000
