molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
131	corticosterone	121.0652	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O  	346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		121.1012		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		123.081		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		129.0701		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		131.0858		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		133.101		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		135.081		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		135.1174		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		136.0851		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		137.0963		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		143.0844		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		145.1013		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		147.0808		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		147.1177		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		149.0963		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		149.134		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		151.1114		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		153.091		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		155.0856		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		157.1013		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		159.0808		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		159.1167		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		161.0964		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		161.1332		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		162.1002		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		163.1122		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		164.1157		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		169.1014		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		171.0823		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		171.1173		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		173.097		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		173.1327		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		174.101		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		175.112		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		176.1153		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		177.1283		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		179.109		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		181.1012		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		183.1175		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		185.0983		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		185.1334		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		186.136		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		187.112		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		187.1491		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		188.1162		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		189.1281		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		191.1446		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		193.1229		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		194.1267		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		195.1184		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		195.1389		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		197.0971		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		197.1339		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		199.1131		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		199.1474		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		201.1279		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		201.1671		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		203.107		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		203.1439		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		205.1232		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
		207.1383		346.467	2.6667	4	2	74.6	2	0	0	0.8060203921
