molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
,,175.1113,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,177.1273,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,178.1305,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,179.1064,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,180.11,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,181.1221,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,182.1255,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,183.1163,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,185.1319,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,187.1117,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,188.1154,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,189.0909,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,190.0943,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,191.1429,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,192.1461,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,193.1206,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,195.1014,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,196.1051,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,201.1272,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,202.1306,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,203.1421,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,205.122,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,206.1258,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,207.1014,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,208.1048,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,209.1532,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,211.1116,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,219.1377,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,220.1411,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,221.1498,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,223.1327,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,224.1356,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,225.1108,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,229.122,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,230.1251,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,235.1336,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,237.1483,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,238.1515,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,247.1326,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,248.1355,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,249.138,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,265.143,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,266.1466,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,283.1549,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
,,821.878,,282.3359999,2.3949,5,0,53.99,0,0,2,0.50420314,,,,0,0.933,-4.638,,,,,,,,,3.839,0,0,0.8,0,0,0.2,0.6,0,0,0,0.2,0.2,1
