molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
156	dydrogesterone	121.0643	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C  	312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		121.1001		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		123.0801		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		127.0746		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		131.0841		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		133.0643		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		133.1001		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		135.0789		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		135.116		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		137.095		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		143.0844		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		145.0999		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		147.0791		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		147.1157		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		149.0953		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		151.1101		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		155.0841		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		157.1001		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		159.079		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		159.1157		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		160.1197		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		161.095		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		161.1308		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		163.1109		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		164.1149		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		169.1001		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		171.0792		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		171.116		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		172.1188		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		173.095		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		173.1312		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		174.0988		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		175.1109		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		175.1467		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		176.1142		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		177.1264		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		178.1294		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		181.1003		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		183.1159		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		185.0951		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		185.1313		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		187.1107		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		187.1473		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		189.1267		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		191.142		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		195.1159		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		197.1317		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		198.1353		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		199.1113		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		199.1475		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		200.114		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		201.1265		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		203.1419		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		207.1158		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		209.1314		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		211.1109		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		211.1475		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		212.1519		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		213.126		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		213.163		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		215.1418		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		215.1789		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		217.158		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		221.132		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		222.1365		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		225.1268		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		225.1635		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		226.1318		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		226.1665		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		227.1417		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		229.1581		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		230.1613		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		231.173		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		235.1476		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		237.163		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		238.1665		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		239.1426		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		240.1473		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		243.1734		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		249.1636		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		251.1784		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		252.1842		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		253.1581		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		253.195		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		254.198		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		255.174		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		256.1774		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		267.1738		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		267.2101		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		268.1786		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		269.1899		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		270.1936		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		271.2051		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		272.2086		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		277.1947		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		278.198		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		295.2058		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		296.2088		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		297.2128		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		313.2166		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		314.2197		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		315.2225		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
		28.9		312.453	4.4995	2	0	34.14	1	0	0	0.7141681268
