molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
201	resveratrol	105.067	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		107.048		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		108.05		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		110.032		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		115.054		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		116.075		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		117.031		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		117.065		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		117.078		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		117.934		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		119.048		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		120.036		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		120.057		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		121.029		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		121.063		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		122.027		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		123.044		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		124.01		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		124.055		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		126.042		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		126.787		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		127.053		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		128.061		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		129.068		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		129.116		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		130.076		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		131.048		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		131.087		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		131.927		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		132.055		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		132.086		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		133.065		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		134.036		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		134.065		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		134.436		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		135.043		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		136.05		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		137.02		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		137.042		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		137.057		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		139.055		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		139.729		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		140.058		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		141.069		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		142.072		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		143.064		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		144.055		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		144.111		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		145.064		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		145.079		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		145.096		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		145.923		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		146.074		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		146.923		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		146.956		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		147.045		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		147.651		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		148.049		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		150.065		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		151.057		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		152.061		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		152.918		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		153.069		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		154.075		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		155.084		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		155.122		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		156.088		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		156.741		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		156.948		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		157.064		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		158.073		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		159.078		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		159.097		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		160.052		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		161.023		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		161.06		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		163.05		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		163.582		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		163.934		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		163.98		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		164.065		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		164.925		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		164.971		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.069		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.15		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.186		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.21		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.248		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		165.748		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		166.071		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		167.067		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		168.054		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		168.986		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		169.063		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		170.07		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		171.044		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		171.077		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		172.044		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		172.086		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		173.061		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		173.091		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		174.056		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		174.09		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
		175.045		228.24	2.9738	3	3	60.69	2	2	1	0.6923408
