molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
152	flunisolide	119.0848	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O  	434.504	2.2747	6	2	93.06	2	0	0	0.692771
		121.0639		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		122.0676		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		123.0795		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		127.0736		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		131.0847		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		133.0638		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		135.0792		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		137.0588		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		139.0748		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		141.0536		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		141.0901		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		143.0846		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		145.0629		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		145.0995		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		147.0792		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		148.0821		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		149.0598		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		149.0938		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		151.0739		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		155.0691		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		156.0729		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		157.1008		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		159.0645		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		159.079		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		160.0837		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		161.0585		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		161.0948		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		163.0744		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		164.0784		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		165.0698		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		165.0899		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		167.0858		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		169.0625		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		171.0791		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		172.0818		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		173.0945		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		174.0977		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		175.0738		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		177.0896		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		179.0826		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		181.0849		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		182.0884		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		183.0789		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		185.0573		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		185.0946		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		186.0982		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		187.0736		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		187.1101		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		189.0906		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		191.0852		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		191.1051		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		193.0849		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		195.0796		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		195.1001		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		195.1168		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		197.0953		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		198.099		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		199.1105		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		201.0892		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		203.1065		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		205.0852		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		207.1171		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		208.0865		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		209.0956		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		210.1001		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		211.0749		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		211.1109		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		212.115		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		213.0905		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		213.1263		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		214.1305		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		215.1409		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		221.0949		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		221.1323		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		222.1008		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		223.111		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		224.1162		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		225.1264		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		226.1297		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		227.1063		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		227.1413		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		231.1003		434.504	2.2747	6	2	93.06	2	0	0	0.692771
		231.1167		434.504	2.2747	6	2	93.06	2	0	0	0.692771
