molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
45	fluocinolone	122.0671	C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O  	412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		123.0801		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		125.0596		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		127.075		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		131.0846		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		133.064		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		135.0434		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		135.0789		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		137.0579		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		137.0749		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		139.054		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		139.0747		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		141.0537		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		145.0635		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		147.0798		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		148.082		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		149.0577		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		151.0373		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		151.0739		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		152.0773		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		153.0535		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		153.068		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		153.0908		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		155.0693		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		156.0738		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		157.064		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		159.0635		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		159.0789		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		160.0825		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		161.0591		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		161.0943		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		163.056		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		163.0747		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		165.07		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		165.0925		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		167.0695		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		167.0855		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		169.0491		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		169.0637		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		171.0789		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		172.0839		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
		173.0594		412.429	0.5685	6	4	115.06	2	0	0	0.527233336
