molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
167	prednisone	119.085	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C  	358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		121.0634		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		123.0788		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		125.0573		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		125.093		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		127.0734		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		131.0845		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		133.0636		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		135.0793		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		136.082		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		137.0584		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		137.0953		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		139.0739		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		141.0529		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		145.063		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		145.1015		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		147.0787		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		148.0827		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		149.0944		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		151.0739		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		153.0894		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		154.0924		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		155.0686		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		157.1015		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		158.0691		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		159.0785		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		160.0819		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		161.0946		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		162.0987		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		163.0737		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		165.09		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		167.069		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		169.1009		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		171.0792		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		172.0825		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		173.0944		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		174.0983		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		175.0744		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		175.109		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		177.0892		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		181.0842		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		182.0885		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		183.0784		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		183.0999		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		184.1023		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		185.0596		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		185.0948		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		186.0972		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		187.0741		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		187.1105		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		188.077		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		188.1116		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		189.0893		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		195.0786		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		195.1019		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		196.0845		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		197.0944		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		198.0985		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		199.111		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		200.1146		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		201.0891		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		201.1253		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		203.1047		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		208.0856		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		209.094		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		210.1021		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		211.1106		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		212.1135		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		213.0884		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		213.126		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		214.0898		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		214.1291		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		215.106		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
		215.1419		358.434	1.7658	5	2	91.67	2	0	0	0.7848332803
