289.286377,0.085,0.814,0.586,0.159,0.534
295.545288,1.085,1.814,1.586,1.159,1.534
298.489624,2.085,2.814,2.586,2.159,2.534
317.324951,3.085,3.814,3.586,3.159,3.534
319.655945,4.085,4.814,4.586,4.159,4.534
324.482422,5.085,5.814,5.586,5.159,5.534
325.316284,6.085,6.814,6.586,6.159,6.534
339.789429,7.085,7.814,7.586,7.159,7.534
343.947021,8.085,8.814,8.586,8.159,8.534
347.020508,9.085,9.814,9.586,9.159,9.534
347.913391,10.085,10.814,10.586,10.159,10.534
361.147705,11.085,11.814,11.586,11.159,11.534
361.84436,12.085,12.814,12.586,12.159,12.534
364.232727,13.085,13.814,13.586,13.159,13.534
364.858154,14.085,14.814,14.586,14.159,14.534
365.845886,15.085,15.814,15.586,15.159,15.534
368.22168,16.085,16.814,16.586,16.159,16.534
368.965698,17.085,17.814,17.586,17.159,17.534
375.069519,18.085,18.814,18.586,18.159,18.534
375.751953,19.085,19.814,19.586,19.159,19.534
382.750549,20.085,20.814,20.586,20.159,20.534
384.197083,21.085,21.814,21.586,21.159,21.534
390.574219,22.085,22.814,22.586,22.159,22.534
394.049194,23.085,23.814,23.586,23.159,23.534
397.106262,24.085,24.814,24.586,24.159,24.534
404.420715,25.085,25.814,25.586,25.159,25.534
411.092712,26.085,26.814,26.586,26.159,26.534
413.784546,27.085,27.814,27.586,27.159,27.534
427.667358,28.085,28.814,28.586,28.159,28.534
436.192749,29.085,29.814,29.586,29.159,29.534
443.266113,30.085,30.814,30.586,30.159,30.534
446.267273,31.085,31.814,31.586,31.159,31.534
447.747498,32.085,32.814,32.586,32.159,32.534
455.25,33.085,33.814,33.586,33.159,33.534
456.107544,34.085,34.814,34.586,34.159,34.534
456.822144,35.085,35.814,35.586,35.159,35.534
457.543213,36.085,36.814,36.586,36.159,36.534
464.285461,37.085,37.814,37.586,37.159,37.534
469.872314,38.085,38.814,38.586,38.159,38.534
471.062195,39.085,39.814,39.586,39.159,39.534
475.257324,40.085,40.814,40.586,40.159,40.534
476.143616,41.085,41.814,41.586,41.159,41.534
476.975159,42.085,42.814,42.586,42.159,42.534
478.891113,43.085,43.814,43.586,43.159,43.534
