molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
142	budesonide	121.0639	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C  	430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		123.0793		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		131.0848		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		133.0641		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		135.0794		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		137.0589		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		139.0745		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		143.0847		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		145.0637		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		145.0999		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		147.0794		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		148.0826		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		149.0581		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		149.094		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		151.0749		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		155.0689		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		157.0992		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		159.0797		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		161.0952		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		162.0981		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		163.0743		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		164.0776		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		165.0896		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		169.0845		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		171.0792		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
		172.0825		430.541	2.7168	6	2	93.06	4	0	0	0.712452792
