molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg
,,239.1429,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,241.1572,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,245.1162,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,247.1136,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,248.1202,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,249.1296,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,251.1413,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,253.1432,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,255.1392,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,259.1249,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,260.12,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,261.1318,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,263.1426,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,264.1524,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,265.1578,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,266.1659,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,267.174,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,271.1466,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,274.1353,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,276.1523,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,277.1586,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,278.1422,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,279.1715,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,281.1509,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,283.1685,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,285.1856,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,289.1581,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,294.1602,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,295.1692,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,297.1757,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,307.1689,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,313.1797,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,325.1809,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,343.191,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
,,121.0278,,360.45,1.5576,5,3,94.83,2,0,0,0.6946116753,,,,0,0.714,-4.715,,,,,,,,,2.651,0,1,1,0,0.6,0.6,0,0,0.4,0,0,0.2,0,0.304
