Mz,pains,,fsp3,cacao,halflife,logs,logd,bioconcentration,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
238.747986,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
243.965958,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
249.969818,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
258.000366,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
265.939362,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
267.021545,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
269.975067,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
272.113617,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
275.004059,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
278.990753,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
