molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
210	ouabain	129.0542	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O  	584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		130.0576		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		147.0646		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		157.1008		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		319.1681		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		320.1714		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		321.1829		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		331.1682		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		333.1831		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		337.1786		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		338.1821		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		339.1926		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		349.1785		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		350.1818		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		351.1938		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		355.1892		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		356.1926		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		357.2025		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		367.189		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		368.1923		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		369.204		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		370.2076		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		373.1996		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		374.203		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		375.2057		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		385.1996		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		386.2029		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		387.2082		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		403.2101		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		404.2135		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		405.2163		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		421.2205		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		422.2239		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		423.227		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		439.2311		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		440.2345		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		441.2367		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		465.2257		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		477.2253		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		483.2358		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		495.2357		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		496.2396		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		513.2462		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		514.2494		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		531.2567		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		532.2597		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		549.2671		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		550.2702		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		567.2776		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		568.281		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		585.2881		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		586.2916		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		587.294		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
		372.2168		584.659	-1.515	12	8	206.6	4	0	2	0.14016402
