molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
42	Exemestane	117.0707	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C  	296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		119.0859		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		121.065		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		121.1013		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		122.0684		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		122.1055		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		123.0809		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		123.1168		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		128.0609		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		129.0703		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		130.0764		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		131.086		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		132.0553		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		133.0655		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		133.1017		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		135.0445		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		135.0806		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		135.1172		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		136.0841		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		137.0602		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		137.0958		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		142.0769		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		143.0855		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		145.0653		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		145.1014		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		146.0706		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		146.1044		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		147.0809		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		147.1168		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		148.0845		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		149.0965		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		150.0998		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		151.111		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		157.0998		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		158.0734		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		159.0805		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		159.1163		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		160.0855		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		161.059		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		161.0968		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		161.132		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		163.0756		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		163.1119		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		164.1161		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		169.1009		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		171.0804		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		171.1175		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		172.0871		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		172.1209		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		173.0965		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		174.1002		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		175.0749		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		175.1124		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
		176.1181		296.41	4.0295	2	0	34.14	0	0	0	0.6760895539
